rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
11      | 2047.29     | 107.975        | 119.1359    | 3.018       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
11      | 2047.29     | 32.581         | 35.4171     | 1.281       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
621     | 2047.29     | 36.521         | 39.4437     | 1.337       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
57      | 2047.29     | 39.682         | 42.5839     | 1.315       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
700     | 2047.29     | 32.936         | 35.8593     | 1.39        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
43      | 2047.29     | 34.775         | 37.6916     | 1.365       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
43      | 2047.29     | 30.315         | 33.1447     | 1.304       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
562     | 2047.29     | 47.82          | 50.6566     | 1.263       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
2       | 2047.29     | 34.986         | 37.7636     | 1.304       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
4       | 2047.29     | 38.781         | 41.5983     | 1.284       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
70      | 2047.29     | 42.505         | 45.3658     | 1.318       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
11      | 2047.29     | 38.015         | 40.9842     | 1.262       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
11      | 2047.29     | 36.176         | 39.7263     | 1.738       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
621     | 2047.29     | 37.953         | 41.1375     | 1.358       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
57      | 2047.29     | 43.543         | 46.689      | 1.474       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
700     | 2047.29     | 35.043         | 38.2318     | 1.36        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
43      | 2047.29     | 37.688         | 40.8728     | 1.409       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
43      | 2047.29     | 33.327         | 36.3762     | 1.358       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
562     | 2047.29     | 50.664         | 53.695      | 1.37        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
2       | 2047.29     | 39.627         | 43.1418     | 1.518       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
4       | 2047.29     | 42.628         | 45.8345     | 1.597       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
70      | 2047.29     | 49.211         | 52.366      | 1.356       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
4       | 2047.22     | 34.23          | 37.503      | 1.434       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
4       | 2047.22     | 34.344         | 37.5249     | 1.502       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('bsys@seznam.cz');
103     | 2047.22     | 37.687         | 40.7984     | 1.423       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
13      | 2047.22     | 40.599         | 43.834      | 1.46        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
131     | 2047.22     | 33.853         | 36.7792     | 1.369       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('12');
11      | 2047.22     | 35.619         | 38.4774     | 1.32        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
11      | 2047.22     | 30.914         | 33.9239     | 1.47        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
90      | 2047.22     | 45.909         | 48.8479     | 1.408       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
0       | 2047.22     | 33.949         | 36.9902     | 1.443       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('January 2014');
0       | 2047.22     | 38.298         | 41.1026     | 1.289       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
24      | 2047.22     | 42.381         | 45.2056     | 1.323       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Expenditure = (D) = B + C');
4       | 2047.22     | 32.086         | 35.0227     | 1.391       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
4       | 2047.22     | 31.151         | 33.9911     | 1.321       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('bsys@seznam.cz');
103     | 2047.22     | 34.939         | 37.6992     | 1.275       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
13      | 2047.22     | 37.903         | 40.7188     | 1.319       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
131     | 2047.22     | 30.355         | 33.251      | 1.37        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('12');
11      | 2047.22     | 33.118         | 35.9633     | 1.278       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
11      | 2047.22     | 29.861         | 32.6989     | 1.28        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
90      | 2047.22     | 46.21          | 49.0091     | 1.277       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
0       | 2047.22     | 34.619         | 37.4153     | 1.282       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('January 2014');
0       | 2047.22     | 37.043         | 39.9289     | 1.337       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
24      | 2047.22     | 41.764         | 44.6479     | 1.359       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Expenditure = (D) = B + C');
2       | 2048.56     | 31.967         | 34.8766     | 1.367       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('diaddvur');
2       | 2048.56     | 30.851         | 33.8929     | 1.434       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('bsys@seznam.cz');
4       | 2048.56     | 34.391         | 37.2508     | 1.308       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Product 1');
0       | 2048.56     | 37.231         | 40.1278     | 1.371       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Total Other Liabilities');
22      | 2048.56     | 30.727         | 33.71       | 1.388       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('12');
