rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
11      | 2047.29     | 111.923        | 122.9725    | 2.828       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
11      | 2047.29     | 48.212         | 51.2409     | 1.349       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
57      | 2047.29     | 38.814         | 41.8394     | 1.283       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
123     | 2047.29     | 38.554         | 41.5642     | 1.423       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Profit margin (%)');
43      | 2047.29     | 31.275         | 34.3015     | 1.483       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
562     | 2047.29     | 33.047         | 36.0086     | 1.37        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('68');
4       | 2047.29     | 38.519         | 41.3952     | 1.346       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
14      | 2047.29     | 37.624         | 40.4446     | 1.283       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text(' Annual charge £');
11      | 2047.29     | 31.768         | 34.7667     | 1.454       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
57      | 2047.29     | 33.928         | 36.8378     | 1.328       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Year 1');
700     | 2047.29     | 31.373         | 34.3049     | 1.358       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
43      | 2047.29     | 35.323         | 38.2264     | 1.305       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Milestone #6');
562     | 2047.29     | 47.054         | 50.0154     | 1.352       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
2       | 2047.29     | 34.173         | 36.9439     | 1.273       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('NAD 48000');
70      | 2047.29     | 42.601         | 45.4018     | 1.276       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
4       | 2047.22     | 36.208         | 39.4266     | 1.463       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Dvůr Králové');
103     | 2047.22     | 34.932         | 37.8695     | 1.349       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
24      | 2047.22     | 38.246         | 41.0984     | 1.335       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total money in (£)');
11      | 2047.22     | 33.341         | 36.1564     | 1.285       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
90      | 2047.22     | 36.08          | 39.0105     | 1.372       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Dissertation III');
0       | 2047.22     | 33.907         | 36.7281     | 1.291       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('January 2014');
0       | 2047.22     | 32.922         | 35.7711     | 1.34        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Mth 6');
4       | 2047.22     | 31.875         | 34.8179     | 1.396       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
4       | 2047.22     | 46.485         | 49.299      | 1.287       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
13      | 2047.22     | 37.476         | 40.3767     | 1.354       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
37      | 2047.22     | 36.402         | 39.2652     | 1.285       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Profit margin (%)');
11      | 2047.22     | 29.606         | 32.4876     | 1.343       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
90      | 2047.22     | 30.475         | 33.303      | 1.291       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('68');
0       | 2047.22     | 37.836         | 40.7333     | 1.377       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
2       | 2047.22     | 37.579         | 40.5061     | 1.353       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text(' Annual charge £');
2       | 2048.56     | 31.096         | 34.1094     | 1.391       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('bsys@seznam.cz');
0       | 2048.56     | 34.22          | 37.451      | 1.591       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Year 1');
22      | 2048.56     | 30.614         | 33.4442     | 1.301       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('12');
0       | 2048.56     | 34.02          | 36.9039     | 1.318       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Milestone #6');
4       | 2048.56     | 46.265         | 49.2761     | 1.376       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
0       | 2048.56     | 33.393         | 36.2985     | 1.319       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('NAD 48000');
16      | 2048.56     | 42.546         | 45.5031     | 1.345       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Total Expenditure = (D) = B + C');
2       | 2048.56     | 36.87          | 39.9103     | 1.433       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Dvůr Králové');
4       | 2048.56     | 34.811         | 37.7352     | 1.351       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Product 1');
16      | 2048.56     | 38.6           | 41.5058     | 1.343       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Total money in (£)');
0       | 2048.56     | 33.856         | 36.7765     | 1.344       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('By Vertex42.com');
4       | 2048.56     | 36.346         | 39.3069     | 1.375       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Dissertation III');
0       | 2048.56     | 34.07          | 36.9682     | 1.364       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('January 2014');
0       | 2048.56     | 32.426         | 35.3816     | 1.42        | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' intersect  select find_text('Mth 6');
0       | 2050.2      | 32.209         | 35.2762     | 1.44        | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' intersect  select find_text('diaddvur');
