rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
11      | 2047.29     | 130.591        | 143.3811    | 2.88        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
11      | 2047.29     | 38.078         | 40.9713     | 1.386       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Dvůr Králové');
11      | 2047.29     | 32.681         | 35.5217     | 1.319       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
11      | 2047.29     | 48.379         | 51.3058     | 1.351       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
621     | 2047.29     | 36.699         | 39.8414     | 1.546       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
57      | 2047.29     | 34.943         | 37.8325     | 1.371       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Year 1');
57      | 2047.29     | 38.226         | 41.0056     | 1.279       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
68      | 2047.29     | 38.606         | 41.4195     | 1.322       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total money in (£)');
700     | 2047.29     | 31.179         | 34.1117     | 1.37        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
123     | 2047.29     | 36.569         | 39.4559     | 1.318       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Profit margin (%)');
43      | 2047.29     | 33.691         | 36.5195     | 1.33        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
43      | 2047.29     | 34.943         | 37.7159     | 1.278       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Milestone #6');
43      | 2047.29     | 30.235         | 33.1655     | 1.374       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
562     | 2047.29     | 37.137         | 40.1256     | 1.379       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Dissertation III');
562     | 2047.29     | 46.691         | 49.68       | 1.436       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
562     | 2047.29     | 30.951         | 33.9081     | 1.364       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('68');
2       | 2047.29     | 34.247         | 37.0655     | 1.274       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
2       | 2047.29     | 33.51          | 36.284      | 1.277       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('NAD 48000');
4       | 2047.29     | 38.003         | 40.7631     | 1.277       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
2       | 2047.29     | 33.503         | 36.346      | 1.371       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Mth 6');
70      | 2047.29     | 43.353         | 46.1946     | 1.369       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
14      | 2047.29     | 38.295         | 41.2667     | 1.37        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text(' Annual charge £');
11      | 2047.29     | 32.517         | 35.8217     | 1.564       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
11      | 2047.29     | 36.953         | 39.8157     | 1.38        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Dvůr Králové');
11      | 2047.29     | 32.082         | 34.9259     | 1.359       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
11      | 2047.29     | 47.28          | 50.1671     | 1.378       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
621     | 2047.29     | 35.506         | 38.3804     | 1.3         | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
57      | 2047.29     | 34.245         | 37.0333     | 1.313       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Year 1');
57      | 2047.29     | 37.615         | 40.4806     | 1.364       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
68      | 2047.29     | 39.377         | 42.2542     | 1.313       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total money in (£)');
700     | 2047.29     | 31.48          | 34.3289     | 1.278       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
123     | 2047.29     | 36.803         | 39.6075     | 1.324       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Profit margin (%)');
43      | 2047.29     | 34.129         | 36.9365     | 1.327       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
43      | 2047.29     | 35.291         | 38.2226     | 1.395       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Milestone #6');
43      | 2047.29     | 30.688         | 33.5369     | 1.366       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
562     | 2047.29     | 37.144         | 40.046      | 1.393       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Dissertation III');
562     | 2047.29     | 47.566         | 50.4463     | 1.387       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
562     | 2047.29     | 31.571         | 34.4405     | 1.326       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('68');
2       | 2047.29     | 35.002         | 37.9043     | 1.335       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
2       | 2047.29     | 34.314         | 37.0812     | 1.28        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('NAD 48000');
4       | 2047.29     | 38.629         | 41.4572     | 1.331       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
2       | 2047.29     | 33.463         | 36.4046     | 1.382       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Mth 6');
70      | 2047.29     | 43.268         | 46.3507     | 1.531       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
14      | 2047.29     | 38.264         | 41.0936     | 1.322       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text(' Annual charge £');
4       | 2047.22     | 32.26          | 35.48       | 1.501       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
4       | 2047.22     | 40.621         | 43.8695     | 1.398       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Dvůr Králové');
4       | 2047.22     | 40.845         | 44.5685     | 1.688       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('bsys@seznam.cz');
4       | 2047.22     | 61.404         | 66.304      | 1.978       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
103     | 2047.22     | 44.064         | 47.9829     | 1.935       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
13      | 2047.22     | 43.037         | 46.277      | 1.399       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Year 1');
13      | 2047.22     | 46.563         | 50.3573     | 1.38        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
24      | 2047.22     | 43.536         | 47.0114     | 1.634       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total money in (£)');
131     | 2047.22     | 36.336         | 39.5093     | 1.386       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('12');
