rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 1902.85     | 86.133         | 102.8898    | 6.867       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
0       | 1902.85     | 15.948         | 23.313      | 4.458       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
3       | 1902.85     | 14.541         | 20.9777     | 3.703       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
0       | 1902.85     | 14.193         | 20.4659     | 3.596       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
3       | 1902.85     | 14.29          | 20.4811     | 3.557       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
0       | 1902.85     | 14.732         | 21.2879     | 3.686       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
0       | 1902.85     | 10.303         | 16.9067     | 3.847       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
3       | 1902.85     | 10.39          | 16.7069     | 3.657       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
0       | 1902.85     | 10.285         | 16.4666     | 3.561       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
0       | 1902.85     | 10.421         | 16.7949     | 3.734       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
0       | 1902.85     | 10.808         | 17.0105     | 3.543       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 1902.85     | 10.648         | 17.1387     | 3.844       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
0       | 1902.85     | 10.609         | 17.041      | 3.832       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
3       | 1902.85     | 10.44          | 16.6533     | 3.604       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
0       | 1902.85     | 10.26          | 16.4623     | 3.504       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
3       | 1902.85     | 10.295         | 16.7291     | 3.779       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
0       | 1902.85     | 10.506         | 16.7582     | 3.549       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
0       | 1902.85     | 10.539         | 16.8829     | 3.731       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
3       | 1902.85     | 10.426         | 16.6516     | 3.601       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
0       | 1902.85     | 10.387         | 16.6018     | 3.53        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
0       | 1902.85     | 10.245         | 16.4506     | 3.55        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
