rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
17      | 2195.3      | 144.457        | 155.005     | 2.873       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
84      | 2195.3      | 36.396         | 39.3155     | 1.381       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
63      | 2195.3      | 28.063         | 30.9439     | 1.383       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
11      | 2195.3      | 36.593         | 39.3546     | 1.272       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
17      | 2195.3      | 29.387         | 32.1536     | 1.271       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
313     | 2195.3      | 29.362         | 32.2533     | 1.374       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
131     | 2195.3      | 43.853         | 46.7031     | 1.32        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
81      | 2195.3      | 40.168         | 42.9335     | 1.274       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
219     | 2195.3      | 31.254         | 34.1041     | 1.293       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
63      | 2195.3      | 30.531         | 33.2985     | 1.275       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
7       | 2195.3      | 31.596         | 34.5545     | 1.33        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
17      | 2195.3      | 28.739         | 31.7523     | 1.527       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
84      | 2195.3      | 34.624         | 37.3762     | 1.264       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
63      | 2195.3      | 26.839         | 29.7301     | 1.371       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
11      | 2195.3      | 35.358         | 38.1248     | 1.278       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
17      | 2195.3      | 28.003         | 30.829      | 1.324       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
313     | 2195.3      | 27.546         | 30.3869     | 1.278       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
131     | 2195.3      | 43.115         | 45.8925     | 1.274       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
81      | 2195.3      | 41.17          | 43.9928     | 1.352       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
38      | 2195.21     | 30.881         | 34.0686     | 1.467       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
20      | 2195.21     | 30.186         | 32.9678     | 1.283       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
0       | 2195.21     | 31.814         | 34.7879     | 1.287       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('January 2014');
4       | 2195.21     | 29.942         | 32.9149     | 1.413       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
24      | 2195.21     | 34.623         | 37.4346     | 1.329       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
20      | 2195.21     | 26.183         | 29.0093     | 1.332       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
0       | 2195.21     | 35.37          | 38.146      | 1.285       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
4       | 2195.21     | 27.869         | 30.7562     | 1.373       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('bsys@seznam.cz');
68      | 2195.21     | 27.081         | 29.9172     | 1.284       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('12');
14      | 2195.21     | 43.987         | 46.9067     | 1.399       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
26      | 2195.21     | 39.883         | 42.7074     | 1.28        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Expenditure = (D) = B + C');
38      | 2195.21     | 31.723         | 34.528      | 1.286       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
20      | 2195.21     | 30.991         | 33.9026     | 1.408       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
0       | 2195.21     | 32.472         | 35.5449     | 1.329       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('January 2014');
4       | 2195.21     | 29.44          | 32.5871     | 1.564       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
24      | 2195.21     | 35.851         | 38.7812     | 1.356       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
20      | 2195.21     | 27.355         | 30.3888     | 1.336       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
0       | 2195.21     | 35.971         | 39.0503     | 1.41        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
4       | 2196.71     | 33.484         | 36.8609     | 1.471       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('bsys@seznam.cz');
68      | 2196.71     | 35.241         | 39.3157     | 1.673       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('12');
14      | 2196.71     | 60.094         | 64.2865     | 2.018       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
26      | 2196.71     | 50.95          | 55.068      | 2.195       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Expenditure = (D) = B + C');
38      | 2196.71     | 39.106         | 42.5513     | 1.574       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Product 1');
20      | 2196.71     | 40.764         | 45.2085     | 2.346       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('By Vertex42.com');
0       | 2196.71     | 37.401         | 41.0891     | 1.654       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('January 2014');
4       | 2196.71     | 36.158         | 39.7069     | 1.593       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('diaddvur');
24      | 2196.71     | 44.607         | 48.6431     | 1.972       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Other Liabilities');
20      | 2196.71     | 32.76          | 36.8545     | 1.786       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('120');
