rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
17      | 2195.3      | 121.891        | 133.0876    | 3.464       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
81      | 2195.3      | 42.33          | 45.2037     | 1.355       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
11      | 2195.3      | 37.404         | 40.3826     | 1.376       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
7       | 2195.3      | 32.361         | 35.4314     | 1.461       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
131     | 2195.3      | 44.833         | 47.7223     | 1.326       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
63      | 2195.3      | 28.63          | 31.4178     | 1.285       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
20      | 2195.21     | 29.948         | 33.0954     | 1.368       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
68      | 2195.21     | 26.75          | 29.7823     | 1.46        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('12');
24      | 2195.21     | 34.849         | 37.7207     | 1.305       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
38      | 2195.21     | 31.522         | 34.4536     | 1.396       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
4       | 2195.21     | 28.428         | 31.3797     | 1.357       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('bsys@seznam.cz');
4       | 2196.71     | 29.185         | 32.2988     | 1.496       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('diaddvur');
26      | 2196.71     | 39.464         | 42.3551     | 1.369       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Expenditure = (D) = B + C');
0       | 2196.71     | 35.104         | 37.981      | 1.356       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Cost Material 5');
0       | 2196.71     | 30.859         | 33.7451     | 1.315       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('January 2014');
14      | 2196.71     | 43.588         | 46.5307     | 1.42        | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
20      | 2196.71     | 26.511         | 29.356      | 1.311       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('120');
2       | 2198.62     | 30.008         | 33.0734     | 1.442       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('By Vertex42.com');
15      | 2198.62     | 26.45          | 29.3665     | 1.35        | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('12');
3       | 2198.62     | 35.322         | 38.167      | 1.321       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Total Other Liabilities');
7       | 2198.62     | 30.372         | 33.282      | 1.359       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Product 1');
0       | 2198.62     | 27.347         | 30.2098     | 1.32        | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('bsys@seznam.cz');
0       | 2200.57     | 28.253         | 31.2769     | 1.368       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('diaddvur');
0       | 2200.57     | 39.199         | 42.3028     | 1.535       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Total Expenditure = (D) = B + C');
0       | 2200.57     | 34.938         | 37.8175     | 1.329       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Total Cost Material 5');
0       | 2200.57     | 30.982         | 33.9489     | 1.421       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('January 2014');
1       | 2200.57     | 43.114         | 46.0033     | 1.331       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 2200.57     | 26.362         | 29.3062     | 1.359       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('120');
1       | 2202.51     | 30.606         | 33.5708     | 1.374       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('By Vertex42.com');
2       | 2202.51     | 26.906         | 29.9623     | 1.453       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('12');
1       | 2202.51     | 34.341         | 37.2527     | 1.336       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('Total Other Liabilities');
2       | 2202.51     | 30.578         | 33.4721     | 1.336       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('Product 1');
0       | 2202.51     | 27.313         | 30.2582     | 1.382       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('bsys@seznam.cz');
? SET ROLE postgres;
? SET ROLE acoast_stask_u;
40      | 2606.3      | 75.421         | 78.2509     | 1.322       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
200     | 2606.3      | 93.852         | 96.6494     | 1.293       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
149     | 2606.3      | 83.855         | 86.7515     | 1.396       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
119     | 2606.3      | 74.953         | 77.7285     | 1.29        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
891     | 2606.3      | 100.676        | 103.5616    | 1.336       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
184     | 2606.3      | 65.573         | 68.3491     | 1.296       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
