rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
17      | 2195.3      | 101.319        | 142.679     | 3.068       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
131     | 2195.3      | 28.183         | 31.1091     | 1.36        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('68');
313     | 2195.3      | 28.218         | 31.0585     | 1.27        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
17      | 2195.3      | 57.827         | 60.5991     | 1.266       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Dvůr Králové');
7       | 2195.3      | 32.893         | 35.6691     | 1.274       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
154     | 2195.3      | 36.321         | 39.1581     | 1.314       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Profit margin (%)');
17      | 2195.3      | 28.92          | 31.744      | 1.312       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
7       | 2195.3      | 30.546         | 33.4558     | 1.365       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('NAD 48000');
20      | 2195.21     | 30.23          | 33.2975     | 1.349       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
4       | 2195.21     | 45.477         | 48.3711     | 1.381       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
0       | 2195.21     | 35.613         | 38.4874     | 1.369       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
20      | 2195.21     | 31.388         | 34.2631     | 1.331       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Milestone #6');
38      | 2195.21     | 31.138         | 33.9208     | 1.287       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
0       | 2195.21     | 30.29          | 33.1948     | 1.391       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Mth 6');
20      | 2195.21     | 26.916         | 29.7978     | 1.342       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
24      | 2196.71     | 30.7           | 33.6282     | 1.359       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Year 1');
26      | 2196.71     | 40.256         | 43.1237     | 1.346       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Expenditure = (D) = B + C');
14      | 2196.71     | 32.375         | 35.2914     | 1.395       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Dissertation III');
24      | 2196.71     | 34.562         | 37.3831     | 1.299       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Other Liabilities');
4       | 2196.71     | 34.514         | 37.4091     | 1.344       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text(' Annual charge £');
14      | 2196.71     | 43.35          | 46.1819     | 1.299       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
26      | 2196.71     | 35.796         | 38.6853     | 1.349       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total money in (£)');
0       | 2198.62     | 28.542         | 31.4579     | 1.34        | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('diaddvur');
4       | 2198.62     | 26.523         | 29.397      | 1.349       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('68');
15      | 2198.62     | 26.724         | 29.7043     | 1.4         | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('12');
0       | 2198.62     | 33.021         | 35.9135     | 1.302       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Dvůr Králové');
0       | 2198.62     | 30.935         | 33.7982     | 1.301       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('January 2014');
11      | 2198.62     | 32.76          | 35.6979     | 1.347       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Profit margin (%)');
0       | 2198.62     | 27.525         | 30.4859     | 1.35        | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('bsys@seznam.cz');
0       | 2198.62     | 30.229         | 33.0958     | 1.306       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('NAD 48000');
1       | 2200.57     | 29.987         | 32.9177     | 1.343       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('By Vertex42.com');
0       | 2200.57     | 44.892         | 47.822      | 1.366       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
0       | 2200.57     | 35.125         | 38.0952     | 1.39        | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Total Cost Material 5');
1       | 2200.57     | 31.546         | 34.4074     | 1.306       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Milestone #6');
2       | 2200.57     | 31.394         | 34.3175     | 1.397       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Product 1');
0       | 2200.57     | 29.046         | 31.9078     | 1.313       | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('Mth 6');
1       | 2200.57     | 26.099         | 28.9602     | 1.31        | 4     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' intersect  select find_text('120');
1       | 2202.51     | 30.533         | 33.596      | 1.458       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('Year 1');
0       | 2202.51     | 39.6           | 42.5522     | 1.363       | 5     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' intersect  select find_text('Total Expenditure = (D) = B + C');
