rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
----------------------------------------------------------------------------
? SET ROLE tfog_abells_u;
17      | 2195.3      | 104.472        | 116.1299    | 3.567       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('diaddvur');
63      | 2195.3      | 32.125         | 35.0239     | 1.38        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('By Vertex42.com');
81      | 2195.3      | 42.12          | 45.0196     | 1.389       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Expenditure = (D) = B + C');
313     | 2195.3      | 28.356         | 31.2841     | 1.306       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('12');
11      | 2195.3      | 38.058         | 40.9629     | 1.39        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Cost Material 5');
84      | 2195.3      | 36.56          | 39.3913     | 1.289       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Total Other Liabilities');
7       | 2195.3      | 32.983         | 36.0141     | 1.48        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('January 2014');
219     | 2195.3      | 31.333         | 34.2221     | 1.318       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Product 1');
131     | 2195.3      | 43.748         | 46.798      | 1.383       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
17      | 2195.3      | 28.298         | 31.2693     | 1.327       | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('bsys@seznam.cz');
63      | 2195.3      | 26.817         | 29.6452     | 1.29        | 0     | 4     | SELECT CaseNumber FROM alfbasic intersect  select find_text('120');
4       | 2195.21     | 28.386         | 31.4662     | 1.361       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('diaddvur');
20      | 2195.21     | 30.842         | 33.649      | 1.302       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('By Vertex42.com');
26      | 2195.21     | 40.151         | 43.0756     | 1.412       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Expenditure = (D) = B + C');
68      | 2195.21     | 27.19          | 30.1449     | 1.36        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('12');
0       | 2195.21     | 35.632         | 38.4994     | 1.332       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Cost Material 5');
24      | 2195.21     | 34.24          | 37.1773     | 1.346       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Total Other Liabilities');
0       | 2195.21     | 31.716         | 34.5342     | 1.294       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('January 2014');
38      | 2195.21     | 30.706         | 33.6447     | 1.395       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Product 1');
14      | 2195.21     | 43.812         | 46.6714     | 1.342       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
4       | 2195.21     | 28.026         | 30.9353     | 1.34        | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('bsys@seznam.cz');
20      | 2195.21     | 26.026         | 28.9667     | 1.425       | 1     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' intersect  select find_text('120');
4       | 2196.71     | 28.47          | 31.4567     | 1.415       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('diaddvur');
20      | 2196.71     | 30.213         | 33.2925     | 1.506       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('By Vertex42.com');
26      | 2196.71     | 39.923         | 42.7723     | 1.316       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Expenditure = (D) = B + C');
68      | 2196.71     | 26.487         | 29.4237     | 1.358       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('12');
0       | 2196.71     | 35.131         | 37.9701     | 1.316       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Cost Material 5');
24      | 2196.71     | 34.428         | 37.4103     | 1.403       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Total Other Liabilities');
0       | 2196.71     | 30.818         | 33.6871     | 1.313       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('January 2014');
38      | 2196.71     | 30.653         | 33.5138     | 1.316       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Product 1');
14      | 2196.71     | 44.256         | 47.142      | 1.35        | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
4       | 2196.71     | 27.614         | 30.5219     | 1.366       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('bsys@seznam.cz');
20      | 2196.71     | 26.845         | 29.7995     | 1.312       | 2     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' intersect  select find_text('120');
0       | 2198.62     | 28.598         | 31.7452     | 1.56        | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('diaddvur');
2       | 2198.62     | 30.344         | 33.2973     | 1.378       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('By Vertex42.com');
8       | 2198.62     | 40.248         | 43.1724     | 1.384       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Total Expenditure = (D) = B + C');
15      | 2198.62     | 27.536         | 30.5367     | 1.384       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('12');
0       | 2198.62     | 36.898         | 40.1235     | 1.554       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Total Cost Material 5');
3       | 2198.62     | 34.434         | 37.5268     | 1.456       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Total Other Liabilities');
0       | 2198.62     | 30.806         | 33.824      | 1.395       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('January 2014');
7       | 2198.62     | 30.957         | 33.8306     | 1.322       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Product 1');
4       | 2198.62     | 43.575         | 46.5016     | 1.365       | 3     | 4     | SELECT CaseNumber FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' intersect  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
